Funding_Success,OFFERINGAMOUNT,MAXIMUMOFFERINGAMOUNT,CURRENTEMPLOYEES,TOTALASSETMOSTRECENTFISCALYEAR,TOTALASSETPRIORFISCALYEAR,CASHEQUIMOSTRECENTFISCALYEAR,CASHEQUIPRIORFISCALYEAR,ACTRECEIVEDRECENTFISCALYEAR,ACTRECEIVEDPRIORFISCALYEAR,SHORTTERMDEBTMRECENTFISCALYEAR,SHORTTERMDEBTPRIORFISCALYEAR,LONGTERMDEBTRECENTFISCALYEAR,LONGTERMDEBTPRIORFISCALYEAR,NETINCOMEMOSTRECENTFISCALYEAR,NETINCOMEPRIORFISCALYEAR,Form_C_Number
0,25000.0,1070000.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15641.0,0.0,-15641.0,0.0,1
1,10000.0,107000.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25000.0,325000.0,3,7826.0,16989.0,7426.0,16989.0,0.0,0.0,13561.0,9252.0,0.0,0.0,0.0,0.0,1
0,100000.0,1000000.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,10000.0,107000.0,8,308998.0,0.0,75987.0,0.0,0.0,0.0,0.0,0.0,326306.0,0.0,-17408.0,0.0,1
0,10000.5,1069995.5,5,1386490.0,1150060.0,744024.0,141992.0,66476.0,35032.0,2570.0,0.0,6500.0,3000.0,-1182555.0,-2338455.0,1
1,25000.0,900000.0,5,197422.0,8688.0,156683.0,8260.0,0.0,0.0,72545.0,0.0,214000.0,0.0,-157811.0,-1014.0,1
0,150000.0,480000.0,1,278595.0,347442.0,22835.0,41010.0,0.0,0.0,11444.0,11828.0,74813.0,77415.0,-65861.0,22550.0,1
0,150000.0,250000.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,90000.0,107000.0,4,1273.0,1061.0,1273.0,1061.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,-993.0,2
1,50000.0,1070000.0,2,83610.0,85158.0,11058.0,59082.0,0.0,0.0,0.0,41587.0,156626.0,154069.0,37482.0,-57298.0,1
0,40000.0,107000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,350000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8307.0,0.0,1
1,50000.0,1070000.0,0,214354.0,0.0,214354.0,0.0,0.0,0.0,0.0,0.0,310000.0,0.0,-159757.0,0.0,1
1,500000.0,1070000.0,7,211442.0,31602.0,201857.0,31174.0,6139.0,62.0,543.0,8366.0,285543.0,11366.0,-73335.0,25685.0,1
0,150000.0,1000000.0,0,17716.0,0.0,17716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32284.0,0.0,1
0,75000.0,107000.0,0,57600.0,0.0,57600.0,0.0,0.0,0.0,216100.0,0.0,0.0,0.0,-154800.0,0.0,1
1,200000.0,1000000.0,8,515125.0,0.0,3492.0,0.0,116674.0,0.0,438970.0,0.0,1402676.0,0.0,-623430.0,0.0,1
1,10000.0,744000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25000.0,1070000.0,6,243761.0,0.0,526.0,0.0,0.0,0.0,265720.0,0.0,0.0,0.0,-22509.0,0.0,1
1,10000.0,107000.0,2,8546.0,7684.0,8546.0,7684.0,0.0,0.0,0.0,0.0,0.0,0.0,-240.0,8046.0,1
0,10000.0,91000.0,2,8546.0,7684.0,8546.0,7684.0,0.0,0.0,0.0,0.0,0.0,0.0,-240.0,8046.0,2
0,10000.0,1070000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,150000.0,1000000.0,2,11724.0,0.0,11724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29931.0,0.0,1
0,9999.75,106999.67,6,18318.0,0.0,-179.0,0.0,18908.0,0.0,27274.0,0.0,0.0,0.0,-12491.0,0.0,1
1,10000.0,107000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,500000.0,1000000.0,3,64495.0,109390.0,3853.0,27771.0,0.0,0.0,0.0,0.0,118800.0,112200.0,-51495.0,-2810.0,1
1,9999.75,106999.67,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,9998.88,399999.6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25000.0,1070000.0,2,517643.0,0.0,517643.0,0.0,0.0,0.0,2780.0,0.0,0.0,0.0,-312196.0,0.0,1
1,75000.0,1000000.0,4,23686.0,9383.0,415.0,478.0,0.0,0.0,5593.0,0.0,63305.0,0.0,-69692.0,-7306.0,1
1,9999.9,106999.95,25,337889.57,136346.17,93569.87,39669.34,0.0,0.0,70356.24,133400.56,0.0,0.0,-147412.28,-886.39,1
1,9999.9,963044.7,25,174739.0,54571.0,78332.0,12002.0,8571.0,7500.0,73189.0,63946.0,31243.0,93838.0,-238380.0,-107045.0,2
1,9999.54,106999.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,100000.0,107000.0,6,5200.0,10500.0,5200.0,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,107000.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,9999.6,106999.2,10,228801.0,0.0,226656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-572677.0,0.0,1
1,50000.0,1000000.0,3,1132328.0,0.0,1072883.0,0.0,0.0,0.0,340694.0,0.0,0.0,0.0,-675094.0,0.0,1
1,10000.0,107000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,10000.0,107000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,200000.0,750000.0,8,141407.0,0.0,3187.0,0.0,0.0,0.0,0.0,0.0,147780.0,0.0,-6673.0,0.0,1
1,50000.0,500000.0,2,1000.0,0.0,1000.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,-614.0,0.0,1
0,25000.0,600000.0,4,59909.0,33988.0,6784.0,4883.0,0.0,0.0,0.0,3120.0,0.0,65571.0,-67469.0,-35703.0,1
0,250000.0,1000000.0,12,13350.0,3250.0,10100.0,0.0,0.0,0.0,0.0,0.0,815409.0,365561.0,-439748.0,-365869.0,1
1,10000.0,100000.0,3,2236.82,681.3100000000002,-43.18,681.3100000000002,435.0,0.0,17508.47,0.0,0.0,0.0,7440.88,8468.0,1
0,25000.0,107000.0,2,2535.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,100000.0,125000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25000.0,1070000.0,30,2500492.0,3393413.0,133775.0,101270.0,1034336.0,2029261.0,1892717.0,1647562.0,1051036.0,395418.0,-1809022.0,-2021935.0,1
1,25000.0,107000.0,0,258.0,96.0,258.0,96.0,0.0,0.0,6326.0,1129.0,0.0,0.0,-5929.0,-1129.0,1
1,25000.0,1070000.0,0,4986.0,7993.0,1302.0,1831.0,0.0,0.0,0.0,0.0,0.0,0.0,237865.0,149345.0,1
1,50000.0,250000.0,18,252082.06,469561.35,101637.07,93362.29,411.9,0.0,126400.0,126792.36,3289573.0,2506120.0,1033711.01,989363.34,1
0,250000.0,1000000.0,0,10123.0,0.0,10123.0,0.0,0.0,0.0,10633.0,0.0,0.0,0.0,0.0,0.0,1
1,75000.0,1070000.0,2,206501.0,633994.0,1644.0,11558.0,41729.0,0.0,161192.0,13912.0,0.0,455239.0,-161323.0,-3253.0,1
1,100000.0,1070000.0,2,87.0,14475.0,87.0,14475.0,0.0,0.0,0.0,0.0,0.0,0.0,-15343.0,-16205.0,1
0,395625.0,535000.0,1,0.0,0.0,4613.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,25000.0,500000.0,1,41564.0,0.0,19303.0,0.0,257.0,0.0,0.0,0.0,40000.0,0.0,1019.0,0.0,1
1,75000.0,125000.0,1,419639.09,568.0,67689.08,0.0,20000.0,0.0,0.0,0.0,299389.5,0.0,-55836.08,0.0,1
1,9999.25,103500.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25000.0,1000000.0,5,104528.0,193496.0,100207.0,193496.0,4321.0,0.0,36217.0,0.0,219986.0,105226.0,-239946.0,-16956.0,1
1,25000.0,1070000.0,7,196746.0,632717.0,127812.0,606083.0,67148.0,26634.0,239466.0,129730.0,950000.0,650000.0,-1025409.0,-290868.0,1
0,50000.0,100000.0,2,25122.0,35198.0,12327.0,25848.0,2810.0,2515.0,17578.0,30000.0,2085.0,0.0,261.0,-6910.0,1
1,50000.0,100000.0,3,265426.0,250230.0,210646.0,220450.0,0.0,0.0,15000.0,7500.0,64500.0,75000.0,28089.0,21515.0,1
0,9997.44,1069996.59,7,1420516.0,188412.0,1341845.0,157389.0,0.0,0.0,5596479.0,34364.0,0.0,375000.0,-3955011.0,-343684.0,1
0,50000.0,250000.0,1,186106.0,0.0,186106.0,0.0,0.0,0.0,150572.0,0.0,250000.0,0.0,-214466.0,0.0,1
0,25000.0,750000.0,3,57661.0,69850.0,42932.0,64170.0,0.0,0.0,0.0,0.0,555978.0,517800.0,-43406.0,-250379.0,1
1,10000.0,100000.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,9999.6,1069999.84,12,2975819.0,131726.0,2520751.0,125693.0,0.0,0.0,0.0,0.0,0.0,425000.0,2468744.0,304419.0,1
1,100000.0,600000.0,0,230000.0,0.0,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,10000.0,100000.0,3,8632.0,3848.0,8632.0,3848.0,0.0,0.0,0.0,0.0,0.0,0.0,8632.0,3848.0,1
1,333000.0,500000.0,2,208421.0,0.0,18454.0,0.0,16752.0,0.0,31822.0,0.0,231250.0,0.0,-55096.0,0.0,1
0,50000.0,283000.0,2,245207.0,0.0,31235.0,0.0,0.0,0.0,12885.0,0.0,326994.0,0.0,-95117.0,0.0,2
0,50001.0,944534.0,4,245207.0,0.0,31235.0,0.0,0.0,0.0,12885.0,0.0,326994.0,0.0,-95117.0,0.0,3
0,50001.0,944534.0,4,245207.0,0.0,31235.0,0.0,0.0,0.0,12885.0,0.0,326994.0,0.0,-95117.0,0.0,4
0,9900.0,388300.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,81400.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0,10000.0,50000.0,0,46425.0,80700.0,0.0,48764.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,0.0,1
0,50000.0,550000.0,13,275323.0,193779.0,21.0,1666.0,227029.0,126840.0,527.0,749.0,27126.0,28287.0,12927.0,9266.0,1
0,10000.0,107000.0,0,11929.0,0.0,11877.0,0.0,0.0,0.0,27635.0,0.0,0.0,0.0,-9465.0,0.0,1
1,50000.0,450000.0,2,386187.0,377955.0,303522.0,296436.0,0.0,0.0,44029.0,86429.0,65502.0,0.0,81130.0,52226.0,1
0,10000.0,1070000.0,0,30053.0,0.0,3824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6980.0,0.0,1
1,9996.0,1069950.0,6,283113.0,591934.0,115512.0,397155.0,779.0,21930.0,894838.0,1595781.0,0.0,0.0,1435822.0,1343555.0,1
1,150000.0,1070000.0,4,93746.0,378799.0,1675.0,83934.0,125.0,37694.0,591535.0,490517.0,0.0,0.0,-976210.0,-773565.0,1
0,10000.0,1070000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,200000.0,1000000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,200000.0,1070000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,100000.0,3,20004.0,20036.0,4.0,36.0,20000.0,20000.0,0.0,0.0,44991.0,435580.0,-80474.0,-81253.0,1
0,25000.0,1070000.0,2,10780.19,16137.86,604.46,5962.13,0.0,0.0,27537.98,37700.22,125256.0,100256.0,-20195.43,-67051.07,1
0,200000.0,1070000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,500000.0,0,388.0,0.0,319.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,-347516.0,0.0,1
1,50000.0,1000000.0,5,1244012.0,2058.0,407725.0,2058.0,0.0,0.0,159315.0,0.0,170000.0,0.0,-453656.0,-33048.0,1
1,9999.0,1069999.5,8,591311.0,627836.0,37469.0,91340.0,0.0,0.0,0.0,0.0,0.0,0.0,-143160.0,-253351.0,1
1,51000.0,759998.0,8,728254.0,590811.0,256947.0,37469.0,9808.0,25545.0,103478.0,138569.0,0.0,0.0,-24873.0,-143660.0,2
0,50000.0,107000.0,30,1200349.42,875889.38,-21862.48,4712.25,39550.47,52242.92,298932.2,65871.53,1404657.1,1418046.21,-113085.06,-90361.2,1
1,10000.0,107000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,9999.0,363220.0,1,0.0,12666.0,0.0,8952.0,0.0,0.0,0.0,5775.0,0.0,0.0,0.0,-146628.0,2
0,200000.0,1000000.0,7,94506.0,204802.0,4403.0,26243.0,0.0,52187.0,3023.0,73354.0,0.0,0.0,17132.0,64562.0,1
1,100000.0,1070000.0,13,98483.0,204511.0,26931.0,75466.0,0.0,0.0,966236.0,605761.0,29940.0,290040.0,-230245.0,-562713.0,1
1,10000.0,107000.0,2,134423.86,576351.02,101267.96,503450.85,18294.35,50377.49,9072.6,9073.32,0.0,0.0,-371279.28,291437.87,1
1,100000.0,400000.0,2,58252.0,0.0,14492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25886.0,0.0,1
1,50000.0,535000.0,0,111201.0,0.0,12199.0,0.0,0.0,0.0,0.0,0.0,61606.0,0.0,-32959.0,0.0,1
0,10000.0,107000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,25000.0,1070000.0,2,7307.0,1335.0,1026.0,1335.0,6281.0,0.0,29194.0,16871.0,0.0,0.0,-719.0,-22256.0,1
1,9998.94,106892.1,6,54280.93,17980.23,54138.39,17776.0,0.0,0.0,573538.25,351995.67,0.0,0.0,-208016.0,-436450.17,1
0,25000.0,1070000.0,8,1477466.0,34483.0,766715.0,30039.0,36323.0,2882.0,125150.0,39701.0,1120850.0,123850.0,114923.0,-41678.0,1
1,50000.0,500000.0,1,15675.0,0.0,15675.0,0.0,0.0,0.0,206358.0,0.0,0.0,0.0,-191507.0,0.0,1
1,25000.0,1070000.0,8,6627.0,0.0,6627.0,0.0,0.0,0.0,20900.0,0.0,0.0,0.0,-278833.0,0.0,1
0,100000.0,600000.0,3,0.0,23325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86316.0,1
0,50000.0,107000.0,2,38857.52,31691.2,1575.82,7223.14,0.0,0.0,22333.3,0.0,55000.0,0.0,-70166.98,-1021.04,1
0,10000.0,530000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,1000000.0,6,159364.0,275391.0,5401.0,73295.0,6262.0,10461.0,152996.0,0.0,0.0,71586.0,-238198.0,-97788.0,1
1,25000.0,1070000.0,9,2019917.0,871200.0,4157.0,11679.0,345472.0,93807.0,2465520.0,1215205.0,0.0,0.0,33947.0,5589.0,1
1,10000.0,107000.0,2,8395.33,20032.27,8395.33,20032.27,0.0,0.0,0.0,0.0,0.0,0.0,-11636.94,-30267.73,1
1,10000.0,107000.0,5,79522.0,33136.0,11905.0,5065.0,420.0,0.0,75449.0,4595.0,108198.0,78939.0,-100176.0,40388.0,1
1,10000.0,107000.0,9,513509.0,371600.0,74132.0,23444.0,296.0,0.0,466061.0,238253.0,0.0,0.0,-435898.31,-389902.0,1
1,100000.0,1070000.0,4,162194.0,0.0,110543.0,0.0,0.0,0.0,121825.0,0.0,0.0,0.0,-219362.0,0.0,1
1,50000.0,1070000.0,5,8483.0,6433.0,5964.0,3914.0,0.0,0.0,31073.0,28219.0,100000.0,0.0,-113189.0,-9608.0,1
1,100000.0,500000.0,1,18150.0,0.0,17460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4639.0,0.0,1
0,499000.0,1064000.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50001.0,1070000.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,9991.08,106992.6,4,230859.89,271426.58,7617.25,1383.29,23199.66,45500.34,213147.59,250694.96,2771254.79,2640726.24,-133511.87,-415814.19,1
1,9999.78,1035714.41,1,609.0,-1251.0,609.0,-1251.0,0.0,0.0,0.0,0.0,0.0,0.0,-41140.0,-1251.0,1
0,401000.0,1070000.0,1,23097.0,29277.0,23097.0,29277.0,0.0,0.0,0.0,0.0,0.0,139625.0,-6181.0,8664.0,1
1,10000.0,1070000.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,25000.0,6,83968.0,90929.0,48053.0,37928.0,15740.0,15245.0,1848.0,1447.0,160437.0,181639.0,67216.0,23269.0,1
1,10000.0,100000.0,3,9354.75,0.0,9211.0,0.0,0.0,0.0,21533.38,35161.63,0.0,0.0,-117272.48,-83879.02,1
0,10000.0,444000.0,4,106339.0,115416.0,10.0,9211.0,0.0,0.0,41260.0,22431.0,0.0,0.0,-132277.0,-49830.0,2
1,10000.0,308000.0,1,329742.0,409150.0,2961.0,4906.0,23308.0,0.0,221274.0,122653.0,0.0,0.0,-419129.0,-379592.0,1
1,10000.0,425000.0,1,5449.0,0.0,5449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36051.0,0.0,1
1,50000.0,350000.0,4,1202.0,86.0,1202.0,86.0,0.0,0.0,706.0,0.0,97630.0,82854.0,-14366.0,-59506.0,1
0,10000.31,106999.75,1,5048.0,0.0,2198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3952.0,0.0,1
0,100000.0,1070000.0,6,26280.0,0.0,26280.0,0.0,0.0,0.0,19141.0,0.0,154961.0,0.0,-154822.0,0.0,2
1,250000.0,750000.0,26,278781.0,12659.0,19321.0,12659.0,65944.0,0.0,4993.0,20857.0,0.0,0.0,281986.0,-8824.0,1
0,10000.0,107000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,105000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,50000.0,1070000.0,1,1998.0,0.0,1060.0,0.0,938.0,0.0,446.0,0.0,0.0,0.0,1452.0,0.0,1
0,50000.0,1070000.0,5,319488.0,368764.0,424.0,99541.0,5596.0,0.0,939858.0,890480.0,124556.0,43655.0,-2422983.0,-2266575.0,1
0,10000.0,1070000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,10000.0,800000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,10005.0,351285.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0,25000.0,1070000.0,3,61192.0,69906.0,54300.0,69906.0,6892.0,0.0,50249.0,59804.0,260000.0,80000.0,-179159.0,-67011.0,1
0,50000.0,105000.0,2,2200.48,136.54,2200.48,136.54,0.0,0.0,0.0,0.0,0.0,0.0,-36136.06,-863.46,1
1,10003.0,1069999.0,24,1081758.0,703984.0,47589.0,133237.0,51873.0,90625.0,111736.0,379357.0,0.0,48189.0,310268.0,39562.0,1
0,10000.2,105000.0,0,12462.0,100016.0,12462.0,100016.0,0.0,0.0,0.0,0.0,0.0,0.0,-86491.0,-39984.0,1
1,10000.08,106248.47,2,20896.0,23397.0,5896.0,8397.0,0.0,0.0,0.0,0.0,0.0,0.0,5896.0,796.0,1
1,90000.0,1070000.0,4,78228.0,105989.0,1014.0,26011.0,0.0,0.0,108727.0,94394.0,68358.0,29097.0,-289133.0,-335299.0,1
0,10000.0,107000.0,3,2869.73,2425.3,869.73,425.37,0.0,0.0,2725.63,1555.57,0.0,0.0,-11322.0,-14960.0,1
0,10000.0,107000.0,5,2869.73,2425.3,869.73,425.37,0.0,0.0,0.0,0.0,0.0,0.0,-11322.0,-14960.0,2
0,150000.0,750000.0,6,160237.0,141895.0,25180.0,3820.0,8566.0,3554.0,35741.0,30153.0,286090.0,282857.0,9521.0,-92389.0,1
0,75000.0,100000.0,28,144429.67,117923.4,-2051.53,-4749.25,77252.45,45364.15,207160.56,266587.78,38790.1,51000.96,98155.35,19835.39,2
1,10000.0,1070000.0,3,6388.0,15937.0,27.0,2447.0,0.0,382.0,10596.0,13836.0,2038.0,2018.0,-42436.0,-43389.0,1
1,100000.0,175000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,125000.0,200000.0,0,606348.5,603806.22,5630.57,15129.16,6186.78,868.32,1796.72,2099.07,278079.13,258079.13,-6003.38,-76377.56,1
0,25000.0,1070000.0,5,60869.0,47982.0,49435.0,37511.0,10183.0,9052.0,322751.0,250580.0,0.0,0.0,-352483.0,-627678.0,1
1,65000.0,100000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-215.0,-215.0,1
0,20000.0,76500.0,3,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,1070000.0,3,272432.0,0.0,272432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250893.0,0.0,1
0,25000.0,1000000.0,3,29090.0,73770.0,20640.0,63266.0,0.0,0.0,10453.0,4373.0,216620.0,58620.0,-332363.0,-209581.0,1
1,100000.0,400000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,9999.7,434999.68,1,56042.0,667.0,56042.0,667.0,0.0,0.0,16795.0,8748.0,169579.0,42450.0,-75799.0,-8319.0,1
0,25000.0,1070000.0,5,26280.0,0.0,26280.0,0.0,0.0,0.0,19141.0,0.0,154961.0,0.0,-154822.0,0.0,1
1,250000.0,500000.0,40,59898.0,280052.0,34043.0,19321.0,0.0,65945.0,0.0,0.0,0.0,0.0,620524.0,589984.0,2
1,50000.0,1070000.0,5,168545.0,139050.0,4847.0,10921.0,5944.0,4903.0,8558.0,9862.0,586262.0,393677.0,-161785.0,-160842.0,1
1,25000.0,1070000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25000.0,435000.0,2,81780.0,0.0,63200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,50000.0,1070000.0,20,444910.0,636001.0,375921.0,630576.0,1159.0,1159.0,4600.0,7609.0,70000.0,70000.0,-1008002.0,-474464.0,1
1,50000.0,107000.0,7,322032.59,1226.98,300668.49,1226.98,0.0,0.0,12398.46,0.0,-44484.29,0.0,-172108.56,1226.98,1
0,25000.0,500000.0,9,34521.0,0.0,14717.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,-91663.0,0.0,1
1,50000.0,1000000.0,9,34521.0,0.0,14717.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,-91663.0,0.0,2
0,10000.0,1000000.0,1,5622.0,38.0,5622.0,38.0,0.0,0.0,0.0,0.0,121550.0,58800.0,-132985.0,-76223.0,1
1,10000.0,1070000.0,4,13367.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137567.0,-52833.0,1
1,50000.0,800000.0,4,440764.0,335164.0,28733.0,42215.0,52682.0,8902.0,63753.0,6273.0,146369.0,36730.0,-61519.0,-319445.0,1
0,25000.0,1070000.0,19,1335865.0,349007.0,198348.0,115188.0,46304.0,37747.0,1868736.0,359919.0,75628.0,165479.0,-441107.0,11736.0,1
0,9999.89,106999.83,9,11143.0,7983.0,4364.0,7983.0,6779.0,0.0,1656.0,4397.0,0.0,0.0,5901.0,3486.0,1
1,25000.0,107000.0,2,27535.0,0.0,25500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10002.8,1069997.0,7,4575.0,6111.0,1396.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,-14836.0,-28472.0,1
1,25000.0,100000.0,1,26876.0,26857.0,3156.0,0.0,0.0,0.0,87657.0,16857.0,0.0,0.0,-60501.0,-25741.0,1
0,10000.0,60000.0,1,26876.0,26857.0,3156.0,0.0,0.0,0.0,87657.0,16857.0,0.0,0.0,-60501.0,-25741.0,2
1,10000.0,1000000.0,12,529.98,529.98,529.98,529.98,0.0,0.0,0.0,0.0,0.0,0.0,-20.02,-20.02,1
1,10000.0,107000.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,9998.94,106998.36,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,50000.0,100000.0,3,17144.63,0.0,510.32,0.0,0.0,0.0,0.0,0.0,51000.0,0.0,-33855.37,0.0,1
1,25000.0,1070000.0,5,535156.0,285603.0,33127.0,42261.0,0.0,0.0,116573.0,48531.0,728365.0,106137.0,-440717.0,-395439.0,1
0,100000.0,1070000.0,4,353103.0,535156.0,30123.0,33127.0,0.0,0.0,1325290.0,843938.0,0.0,0.0,-676517.0,-433834.0,2
1,10000.0,1070000.0,10,185.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,100000.0,7,32742.16,83959.59,6174.72,57392.15,2952.0,2952.0,2325048.33,2338802.17,606045.5,573545.5,66711.63,-71050.73,1
1,50000.0,1000000.0,5,1244012.0,2058.0,407725.0,2058.0,0.0,0.0,159315.0,0.0,170000.0,0.0,-453656.0,-33048.0,1
0,10000.0,1070000.0,3,19252.0,21108.0,1922.0,9908.0,0.0,0.0,5491.0,0.0,0.0,0.0,-7347.0,-7834.0,1
0,390000.0,410000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,1000000.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,250000.0,1070000.0,2,368822.0,562129.0,11681.0,293151.0,88212.0,60091.0,85229.0,31963.0,0.0,0.0,-190652.0,286733.0,1
1,50000.0,500000.0,0,1957.49,1306.61,1957.49,1306.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,95000.0,107000.0,2,49000.0,47000.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,60000.0,-63000.0,-23000.0,1
